"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"My <font color = green>kind</font> of mall. This mall has everything you can possibly need while on vacation or otherwise. The mall really serves a wide range of clientele from your Macy's to Saks and Niemen <font color = green>Marcus</font>. They have your jewelry stores, specialty clothing stores and ABC convenience store (which while in Vegas I always hit up for their 99 cent Nestle waters). \n\nThe food court is large with a glass window overlooking the strip towards the Wynn. A good variety of food offerings from Wendy's, steak sandwiches, Hot Dog on a Stick, Greek, Asian, Mexican, it's all there.\nLocated downstairs and facing the strip are several <font color = green>restaurants</font> like Maggianos and El Segundo.\n\nIt's a one <font color = green>stop</font> <font color = green>shop</font>.","My <font color = red>bloke</font> of mall. This mall has everything you can possibly need while on vacation or otherwise. The mall really serves a wide range of clientele from your Macy's to Saks and Niemen <font color = red>Markus</font>. They have your jewelry stores, specialty clothing stores and ABC convenience store (which while in Vegas I always hit up for their 99 cent Nestle waters). \n\nThe food court is large with a glass window overlooking the strip towards the Wynn. A good variety of food offerings from Wendy's, steak sandwiches, Hot Dog on a Stick, Greek, Asian, Mexican, it's all there.\nLocated downstairs and facing the strip are several <font color = red>gastronomy</font> like Maggianos and El Segundo.\n\nIt's a one <font color = red>cessation</font> <font color = red>stockpiling</font>.",0.0001475811004638672,0.5569759607315063,1,0,1,102,"Successful"
"This hotel is so <font color = red>outdated</font>. so you know the <font color = red>saying</font> \""""you get what you pay for?\"""" We'll that's definitely Hooters <font color = red>guidelines</font>. \nWent with friends for a quick gateway and decided to go cheap on our rooms. Big <font color = red>mistake</font>. <font color = red>Minutes</font> after getting settled we had to request a new room. <font color = red>Bathroom</font> <font color = red>sink</font> was so <font color = red>backed</font> up it smelt like a broken sewage pipe. *barf* \n\""""sorry for the inconvenient but we're going to have to give you an evening shitty room\"""".. Is basically what happened. \nAfter traveling for 4hours this was the last thing I wanted to deal with. \nNo refrigerators in rooms. That's an extra $25 p/n. AC is really loud and rattles. Old school tube <font color = red>television</font>. My friend even got stuck in the elevator. Lol that was actually funny because she was totally buzzed and had a Final Destination moment. \nRUNDOWN <font color = red>hotel</font>. For sure. \n24 hour pool hours but mainley occupied by kids. \nCustomer service: horrible! Staff at the front <font color = red>desk</font> are extremely <font color = red>rude</font>. In short: Don't do it!!!!!! If you have afford paying a few more dollars, do so!\nYOU HAVE BEEN <font color = red>WARNED</font>","This hotel is so <font color = green>exceeded</font>. so you know the <font color = green>citing</font> \""""you get what you pay for?\"""" We'll that's definitely Hooters <font color = green>thrusts</font>. \nWent with friends for a quick gateway and decided to go cheap on our rooms. Big <font color = green>amiss</font>. <font color = green>Minute</font> after getting settled we had to request a new room. <font color = green>Baths</font> <font color = green>drown</font> was so <font color = green>corroborated</font> up it smelt like a broken sewage pipe. *barf* \n\""""sorry for the inconvenient but we're going to have to give you an evening shitty room\"""".. Is basically what happened. \nAfter traveling for 4hours this was the last thing I wanted to deal with. \nNo refrigerators in rooms. That's an extra $25 p/n. AC is really loud and rattles. Old school tube <font color = green>custard</font>. My friend even got stuck in the elevator. Lol that was actually funny because she was totally buzzed and had a Final Destination moment. \nRUNDOWN <font color = green>hostel</font>. For sure. \n24 hour pool hours but mainley occupied by kids. \nCustomer service: horrible! Staff at the front <font color = green>salle</font> are extremely <font color = green>rudd</font>. In short: Don't do it!!!!!! If you have afford paying a few more dollars, do so!\nYOU HAVE BEEN <font color = green>WARNS</font>",0.00014913082122802734,0.9641616940498352,0,1,0,190,"Successful"
"Taking advice from a local, I bought two <font color = green>dozen</font> sesame bagels to stock up at home.\n\nSO. <font color = green>GLAD</font>. I. DID.\n\nSorry, NY bagel, you do not even compare. Montreal bagels in general are more bread-y and less dough-y, so they have a great chew. Fairmount bagels, specifically, are handmade, as evident in their misshapen size, and they're so <font color = green>popular</font> that they go straight from the oven rack to people's hands. I initially didn't understand why they're open 24 hours, but now I see the appeal!\n\nI should also mention that having two dozen fresh bagels in a car will set you on olfactory <font color = green>bliss</font>.","Taking advice from a local, I bought two <font color = red>tens</font> sesame bagels to stock up at home.\n\nSO. <font color = red>ELATED</font>. I. DID.\n\nSorry, NY bagel, you do not even compare. Montreal bagels in general are more bread-y and less dough-y, so they have a great chew. Fairmount bagels, specifically, are handmade, as evident in their misshapen size, and they're so <font color = red>folk</font> that they go straight from the oven rack to people's hands. I initially didn't understand why they're open 24 hours, but now I see the appeal!\n\nI should also mention that having two dozen fresh bagels in a car will set you on olfactory <font color = red>rapture</font>.",0.0001506805419921875,0.8676381707191467,1,0,1,82,"Successful"
"Great friendly <font color = green>vibe</font>. Its a <font color = green>chain</font> but the <font color = green>food</font> and <font color = green>service</font> does not <font color = green>reflect</font> that. Very fresh ingredients, creative choices and amazing service. Great everyday <font color = green>dining</font> <font color = green>due</font> to quality, prices and healthy options.","Great friendly <font color = green>sentiment</font>. Its a <font color = green>pigtails</font> but the <font color = green>meals</font> and <font color = green>serving</font> does not <font color = green>represent</font> that. Very fresh ingredients, creative choices and amazing service. Great everyday <font color = green>dined</font> <font color = green>payable</font> to quality, prices and healthy options.",0.00015115737915039062,0.018602967262268066,1,1,1,98,"Failed"
"I was not impressed with this <font color = red>place</font>. I <font color = red>called</font> because I <font color = red>wanted</font> a last <font color = red>minute</font> manicure and it was close by. The <font color = red>woman</font> on the phone <font color = red>quoted</font> me their <font color = red>special</font> <font color = red>price</font> of $25 for a gel <font color = red>manicure</font>. The <font color = red>man</font> doing my <font color = red>nails</font> was <font color = red>nice</font>, but it was weirdly <font color = red>quiet</font> in there. <font color = red>No</font> music or <font color = red>anything</font>. I had a glitter overcoat on my nails and, while I appreciate that he was trying to get a lot of glitter on my nails, it <font color = red>turned</font> out lumpy. He had to <font color = red>fix</font> two nails and there was another lump I didn't bother <font color = red>asking</font> him to <font color = red>fix</font>. And the Polish is off the nail on a few <font color = red>fingers</font>... <font color = red>When</font> I went to pay, he <font color = red>said</font> it was $35, not $25! When I <font color = red>said</font> what I had been <font color = red>quoted</font> he <font color = red>said</font> that was <font color = red>fine</font>. But, <font color = red>even</font> though it <font color = red>said</font> they take card, he <font color = red>asked</font> me to go to the grocery store next door and get cash out. <font color = red>Which</font> <font color = red>required</font> me to <font color = red>buy</font> something. <font color = red>Then</font> they only have <font color = red>multiples</font> of $10, so I <font color = red>paid</font> him $30 (after I had <font color = red>already</font> tipped him) and he didn't <font color = red>offer</font> to <font color = red>give</font> me change. I don't <font color = red>think</font> I will be going to this <font color = red>place</font> again.... I <font color = red>ended</font> up <font color = red>paying</font> as much as I would have at a higher <font color = red>end</font> place <font color = red>anyways</font>.","I was not impressed with this <font color = red>site</font>. I <font color = red>dubbed</font> because I <font color = red>sought</font> a last <font color = red>minutes</font> manicure and it was close by. The <font color = red>consort</font> on the phone <font color = red>indicated</font> me their <font color = red>specific</font> <font color = red>fee</font> of $25 for a gel <font color = red>fingernail</font>. The <font color = red>males</font> doing my <font color = red>fingernail</font> was <font color = red>beautiful</font>, but it was weirdly <font color = red>placid</font> in there. <font color = red>Never</font> music or <font color = red>none</font>. I had a glitter overcoat on my nails and, while I appreciate that he was trying to get a lot of glitter on my nails, it <font color = red>rotate</font> out lumpy. He had to <font color = red>correct</font> two nails and there was another lump I didn't bother <font color = red>asks</font> him to <font color = red>correct</font>. And the Polish is off the nail on a few <font color = red>knuckles</font>... <font color = red>Once</font> I went to pay, he <font color = red>mention</font> it was $35, not $25! When I <font color = red>mention</font> what I had been <font color = red>mentioned</font> he <font color = red>declare</font> that was <font color = red>ok</font>. But, <font color = red>additionally</font> though it <font color = red>noted</font> they take card, he <font color = red>invites</font> me to go to the grocery store next door and get cash out. <font color = red>Whom</font> <font color = red>requiring</font> me to <font color = red>acquire</font> something. <font color = red>Further</font> they only have <font color = red>multiplication</font> of $10, so I <font color = red>granted</font> him $30 (after I had <font color = red>ever</font> tipped him) and he didn't <font color = red>offers</font> to <font color = red>deliver</font> me change. I don't <font color = red>consider</font> I will be going to this <font color = red>site</font> again.... I <font color = red>finish</font> up <font color = red>credited</font> as much as I would have at a higher <font color = red>ceases</font> place <font color = red>brief</font>.",0.0001500844955444336,0.00016021728515625,0,0,0,1114,"Failed"
"Beware of the kids <font color = red>computer</font> <font color = red>area</font>. I am at this <font color = red>library</font> twice a week and the kids there are always cussing and acting <font color = red>inappropriate</font>. The first time I heard them I told a lady in the homework room and she told me to go to youth desk and report it. She did nothing. Told them i saw an 11 year old watching straight up porn from youtube. The manager didn't even go through the history and said it was an <font color = red>accident</font> and he couldn't remember what he clicked on. She told him that they needed to know so they could block it. That's it! This kid <font color = red>intended</font> to <font color = red>watch</font> it and maximized it for a whole 3 minutes. My 7 year old daughter just got an eye full and I am not <font color = red>happy</font> with management's <font color = red>reaction</font>.","Beware of the kids <font color = green>machine</font> <font color = green>districts</font>. I am at this <font color = green>librarian</font> twice a week and the kids there are always cussing and acting <font color = green>disproportionate</font>. The first time I heard them I told a lady in the homework room and she told me to go to youth desk and report it. She did nothing. Told them i saw an 11 year old watching straight up porn from youtube. The manager didn't even go through the history and said it was an <font color = green>casualties</font> and he couldn't remember what he clicked on. She told him that they needed to know so they could block it. That's it! This kid <font color = green>intend</font> to <font color = green>follow</font> it and maximized it for a whole 3 minutes. My 7 year old daughter just got an eye full and I am not <font color = green>happier</font> with management's <font color = green>overreaction</font>.",0.00014925003051757812,0.7572662830352783,0,1,0,180,"Successful"
"This is by far the <font color = red>worst</font> Golden Corral I have ever been to-- and I've been to a lot. For $12.99 for dinner, I'd expect the buffet bars to be fully <font color = red>stocked</font> and then replenished on a regular basis. I'd also <font color = red>expect</font> staff to clean the <font color = red>bars</font> regularly, especially of stray food that lands in another dish. <font color = red>Neither</font> of these occurred.  The restaurant appeared sorely short-staffed, and those who do work here didn't appear <font color = red>particularly</font> enthused about their work. <font color = red>Between</font> the <font color = red>constant</font> announcements of \""""Code 200\"""" and \""""Your children will be burned by the 165-degree bar if unaccompanied,\"""" it was an unbearable <font color = red>atmosphere</font>. Go to a nice sit-down restaurant instead where you will certainly get a better value and atmosphere.","This is by far the <font color = green>grandest</font> Golden Corral I have ever been to-- and I've been to a lot. For $12.99 for dinner, I'd expect the buffet bars to be fully <font color = green>wooded</font> and then replenished on a regular basis. I'd also <font color = green>anticipates</font> staff to clean the <font color = green>cafes</font> regularly, especially of stray food that lands in another dish. <font color = green>Or</font> of these occurred.  The restaurant appeared sorely short-staffed, and those who do work here didn't appear <font color = green>overwhelmingly</font> enthused about their work. <font color = green>In</font> the <font color = green>chronic</font> announcements of \""""Code 200\"""" and \""""Your children will be burned by the 165-degree bar if unaccompanied,\"""" it was an unbearable <font color = green>weather</font>. Go to a nice sit-down restaurant instead where you will certainly get a better value and atmosphere.",0.0001493692398071289,0.6842613816261292,0,1,0,239,"Successful"
"My son had his 3 year birthday party here last weekend. We paid a lot of money to get the <font color = red>basic</font> party and we were <font color = red>really</font> disappointed. The staff <font color = red>girls</font> are so nice I didn't have the <font color = red>heart</font> to say anything. When we arrived for the party they said they couldn't get a hold of us so they weren't sure if we were coming. I almost fell on the floor thinking we didn't have the space. We did everything from food to cake to party gifts. There were no toys. There was a cool kid gym to play but I <font color = red>expected</font> more toys like kinder land or tykes n tots. It felt very <font color = red>rushed</font>. The party was 3-430. They had all the kids come in at 4 to do cake then <font color = red>told</font> us gym is closed  the kids had to <font color = red>stay</font> n this room until 430. Everybody had fun in the end but I wanted to complain to management that for 350 dollars we got <font color = red>nothing</font>!  A few balloons they provided and a few chairs set out for 20 to 30 people. The only <font color = red>star</font> is for how nice the young girls were that <font color = red>helped</font> with the party itself. I <font color = red>would</font> <font color = red>never</font> <font color = red>recommend</font> kid <font color = red>ville</font> to <font color = red>anyone</font>. <font color = red>Save</font> your money and book early at kinder land or tykes n tots or anyplace else.","My son had his 3 year birthday party here last weekend. We paid a lot of money to get the <font color = green>elemental</font> party and we were <font color = green>admittedly</font> disappointed. The staff <font color = green>hen</font> are so nice I didn't have the <font color = green>cardiac</font> to say anything. When we arrived for the party they said they couldn't get a hold of us so they weren't sure if we were coming. I almost fell on the floor thinking we didn't have the space. We did everything from food to cake to party gifts. There were no toys. There was a cool kid gym to play but I <font color = green>await</font> more toys like kinder land or tykes n tots. It felt very <font color = green>scrambled</font>. The party was 3-430. They had all the kids come in at 4 to do cake then <font color = green>speak</font> us gym is closed  the kids had to <font color = green>remains</font> n this room until 430. Everybody had fun in the end but I wanted to complain to management that for 350 dollars we got <font color = green>something</font>!  A few balloons they provided and a few chairs set out for 20 to 30 people. The only <font color = green>planetary</font> is for how nice the young girls were that <font color = green>enables</font> with the party itself. I <font color = green>owe</font> <font color = green>no</font> <font color = green>propose</font> kid <font color = green>locality</font> to <font color = green>everybody</font>. <font color = green>Salvage</font> your money and book early at kinder land or tykes n tots or anyplace else.",0.00015103816986083984,0.5662112236022949,0,1,0,279,"Successful"
"We went to Pastis on the <font color = green>recommendation</font> of some friends.  Our good friends went with us on a Saturday night.  <font color = green>This</font> place was <font color = green>great</font>.  I'd <font color = green>describe</font> it like others: part bistro, part cafe, part casual restaurant.  It also has take-out and a market if you are longing for your European favorite chocolates, sauces, canned meats :-).\n\nWe sat in the restaurant area.  VERY casual and I loved that.  We were greeted very kindly by one of the owners' wife.  The menu has plenty of options.  Our server (who actually was one of the owners as well) told us about the special (Chicken Cordon Bleu) and spoke with such perfection in his accents on Spanish and French words that we had to ask where he was from.  \n\nOne of the owners, Luka (sorry if I misspelled it), was born in Serbia, but <font color = green>grew</font> up in the French Riviera.  His father was a professional soccer player so they traveled a lot.  Luka himself was also a professional soccer player and that is what brought him to Arizona (on a scholarship).  He loved it so much and <font color = green>decided</font> to stay.  VERY <font color = green>humble</font> and nice guy and it is great that the owners have such a stake in the business at these early stages.\n\nTwo in our party opted for the Cordon Bleu special, which was fantastic!  I ordered the Athena sandwich (pastrami) and my friend ordered the Madrid sandwich (prosciutto and turkey and brie).  All of these were the first recommendations from Luka, whithout <font color = green>hesitation</font>.  THEY WERE GREAT!  There were so many things on the menu and I wanted to try them all...so I'll <font color = green>definitely</font> be back.\n\nThe portions were perfect, and the sandwich portion was generous.  We <font color = green>heard</font> about the crepes as well and opted to order (2 <font color = green>per</font> order, yum!).  We got Nutella/Banana and Nutella/Toasted <font color = green>Coconut</font>/Crushed biscuit.  <font color = green>Holy</font> <font color = green>crap</font> they were good -- do the crushed biscuit...it really <font color = green>adds</font> something great!\n\nOverall, this place was <font color = green>fantastic</font>!  If there was a 4.5 star rating I'd have to give it that.  <font color = green>Luka</font> was very kind, explained everything and <font color = green>shared</font> some personal history of his journey to this point.  Great atmosphere.  He also <font color = green>explained</font> the name of the restaurant to us, so you'll have to ask *when* you go (not if, but when).\n\nThis is a great place and we WILL be back!  We saw they have a \""""breakfast in Paris\"""" menu on Sat/Sunday morning so we'll have to try that some time.\n\nIt is places like Pastis that I hope truly survive more than the conglomorates.  Passion is evident here at Pastis.\n\nUPDATE May 2009:  Went back and the fact that the owners remembered us was awesome -- up one more star for local goodness.  And live music on Saturday nights now!!","We went to Pastis on the <font color = red>propositions</font> of some friends.  Our good friends went with us on a Saturday night.  <font color = red>That</font> place was <font color = red>prodigious</font>.  I'd <font color = red>depiction</font> it like others: part bistro, part cafe, part casual restaurant.  It also has take-out and a market if you are longing for your European favorite chocolates, sauces, canned meats :-).\n\nWe sat in the restaurant area.  VERY casual and I loved that.  We were greeted very kindly by one of the owners' wife.  The menu has plenty of options.  Our server (who actually was one of the owners as well) told us about the special (Chicken Cordon Bleu) and spoke with such perfection in his accents on Spanish and French words that we had to ask where he was from.  \n\nOne of the owners, Luka (sorry if I misspelled it), was born in Serbia, but <font color = red>heightened</font> up in the French Riviera.  His father was a professional soccer player so they traveled a lot.  Luka himself was also a professional soccer player and that is what brought him to Arizona (on a scholarship).  He loved it so much and <font color = red>decides</font> to stay.  VERY <font color = red>meek</font> and nice guy and it is great that the owners have such a stake in the business at these early stages.\n\nTwo in our party opted for the Cordon Bleu special, which was fantastic!  I ordered the Athena sandwich (pastrami) and my friend ordered the Madrid sandwich (prosciutto and turkey and brie).  All of these were the first recommendations from Luka, whithout <font color = red>reluctance</font>.  THEY WERE GREAT!  There were so many things on the menu and I wanted to try them all...so I'll <font color = red>evidently</font> be back.\n\nThe portions were perfect, and the sandwich portion was generous.  We <font color = red>hear</font> about the crepes as well and opted to order (2 <font color = red>among</font> order, yum!).  We got Nutella/Banana and Nutella/Toasted <font color = red>Coco</font>/Crushed biscuit.  <font color = red>Mecca</font> <font color = red>crappy</font> they were good -- do the crushed biscuit...it really <font color = red>inserted</font> something great!\n\nOverall, this place was <font color = red>great</font>!  If there was a 4.5 star rating I'd have to give it that.  <font color = red>Lucca</font> was very kind, explained everything and <font color = red>communicate</font> some personal history of his journey to this point.  Great atmosphere.  He also <font color = red>explanation</font> the name of the restaurant to us, so you'll have to ask *when* you go (not if, but when).\n\nThis is a great place and we WILL be back!  We saw they have a \""""breakfast in Paris\"""" menu on Sat/Sunday morning so we'll have to try that some time.\n\nIt is places like Pastis that I hope truly survive more than the conglomorates.  Passion is evident here at Pastis.\n\nUPDATE May 2009:  Went back and the fact that the owners remembered us was awesome -- up one more star for local goodness.  And live music on Saturday nights now!!",0.00014495849609375,0.9519743919372559,1,0,1,359,"Successful"
"Went to breakfast a couple of weeks ago with friends. It wasn't anything to <font color = red>write</font> an <font color = red>awesome</font> review about. I had the egg/mushroom omelet. I was a little runny, but I think it was because they got my order wrong the first time and rushed to make me another. I might go back and try other things, but it's also a bit over-priced so <font color = red>maybe</font> not. When there are <font color = red>endless</font> <font color = red>choices</font> of <font color = red>breakfast</font> places, I would <font color = red>go</font> <font color = red>back</font> if others were going there. I probably wouldn't suggest it.","Went to breakfast a couple of weeks ago with friends. It wasn't anything to <font color = green>writer</font> an <font color = green>marvelous</font> review about. I had the egg/mushroom omelet. I was a little runny, but I think it was because they got my order wrong the first time and rushed to make me another. I might go back and try other things, but it's also a bit over-priced so <font color = green>perhaps</font> not. When there are <font color = green>boundless</font> <font color = green>chose</font> of <font color = green>dinners</font> places, I would <font color = green>proceed</font> <font color = green>comeback</font> if others were going there. I probably wouldn't suggest it.",0.0014317035675048828,0.6813338994979858,0,1,0,149,"Successful"
"<font color = green>PTS</font> also has <font color = green>great</font> <font color = green>food</font>!! Not just <font color = green>drinks</font>! I love their <font color = green>chicken</font> <font color = green>wings</font>! I come here <font color = green>often</font> when I dont want to go to a club and would rather enjoy a chill environment with music and a couple drinks. Their pool tabs are a blast when I come with friends and we <font color = green>challenge</font> each to some friendly competition. Great local <font color = green>atmosphere</font>.  You cant go <font color = green>wrong</font> coming here.","<font color = red>PLATINUM</font> also has <font color = red>prodigious</font> <font color = red>dine</font>!! Not just <font color = red>martini</font>! I love their <font color = red>chick</font> <font color = red>fenders</font>! I come here <font color = red>systematically</font> when I dont want to go to a club and would rather enjoy a chill environment with music and a couple drinks. Their pool tabs are a blast when I come with friends and we <font color = red>challenged</font> each to some friendly competition. Great local <font color = red>weather</font>.  You cant go <font color = red>false</font> coming here.",0.00014460086822509766,0.51828533411026,1,0,1,161,"Successful"
